Id,Entidad financiera,Dirección,Localidad,CP,Telediscado,Teléfono,Fax,Caj.Aut.,Latitud,Longitud
2393,BANCO SANTANDER ARGENTINA S.A.,RAMON CARRILLO 600 PB DPTO: 1,TAPIALES,B1768GIN,,,,NO,34.707517,58.472316
2394,BANCO BBVA ARGENTINA S.A.,25 DE MAYO 759,TEMPERLEY,B1834GTT,,,,NO,-34.780148,-58.404483
2395,BANCO MACRO S.A.,ALMIRANTE BROWN 3160 PB,TEMPERLEY,B1834FPS,,,,NO,-34.773944,-58.393739
2396,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ALMIRANTE BROWN 3142,TEMPERLEY,B1834FPS,,,,NO,-34.773718,-58.393739
2397,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. EVA PERON 2942,TEMPERLEY,B1834BFS,,,,NO,-34.761175,-58.361646
2398,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. EVA PERON 2942,TEMPERLEY,B1834BFS,11,42640421 int 11552,42643177,NO,-34.761591,-58.362033
2399,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 10557,TEMPERLEY,B1834GTG,,,,NO,-34.779181,-58.406161
2400,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 10656,TEMPERLEY,B1834GTU,,,,NO,-34.781042,-58.406568
2401,BANCO DE LA NACION ARGENTINA,AV. PERON 2679,TEMPERLEY,B1834BFK,,,,NO,-34.762793,-583.64161
2402,BANCO SUPERVIELLE S.A.,CALLE CANGALLO 165,TEMPERLEY,B1834CMC,11,52972790,,NO,-58.395517,-34.775965
2403,BANCO SUPERVIELLE S.A.,CANGALLO 165,TEMPERLEY,B1834CMC,11,52972790,,NO,-34.775965,-58.395517
2404,HSBC BANK ARGENTINA S.A.,HIPOLITO YRIGOYEN 10699,TEMPERLEY,B1834GTU,11,42444554,,NO,-34.782616,-58.406427
2405,BANCO SUPERVIELLE S.A.,AV CAZON 1092,TIGRE,B1648EWX,11,55552500,,NO,-34.4269,-58.5754
2406,BANCO SANTANDER ARGENTINA S.A.,AV CAZON 1175/99 PB DPTO: 1,TIGRE,B1648EWL,,,,NO,34.426252,58.576249
2407,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV CAZON 1555,TIGRE,B1648EXC,,,,NO,-34.423347,-58.580119
2408,BANCO SANTANDER ARGENTINA S.A.,AV DE LOS LAGOS 6855 PB DPTO: LOC 12 13,TIGRE,B1670NGG,,,,NO,34.451013,58.626787
2409,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV DE LOS LAGOS 6895,TIGRE,B1670NGE,,,,NO,-34.598378,-58.364489
2410,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. CAZON 1554,TIGRE,B1648EXP,,,,NO,-34.423353,-58.580108
2411,COMPAÑIA FINANCIERA ARGENTINA S.A.,AV. A. T. DE ALVEAR 517,TIGRE,B1611ELD,,,,NO,-34.499874,-58.642002
2412,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CAZON 1279,TIGRE,B1648EWM,,,,NO,-34.425078,-58.577073
2413,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. CAZON 1280,TIGRE,B1648EWZ,,,,NO,-34.42552,-58.579539
2414,BANCO BBVA ARGENTINA S.A.,AV. CAZON 1374,TIGRE,B1648EXN,,,,NO,-34.424622,-58.578224
2415,BANCO MACRO S.A.,AV. CAZON 1381 PB,TIGRE,B1648EXA,,,,NO,-34.422741,-58.580848
2416,BANCO HIPOTECARIO S.A.,AV. CAZON 1383,TIGRE,B1648EXA,,,,NO,-34.424561,-58.578337
2417,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CAZON 1514,TIGRE,B1648EXP,,,,NO,-34.423707,-58.579703
2418,BANCO COMAFI SOCIEDAD ANONIMA,AV. CAZON 1525/31 DPTO: LOCAL,TIGRE,B1648EXC,11,47310056 int 3611,47310056,NO,34.423577,58.579767
2419,BANCO DE LA NACION ARGENTINA,AV. CAZON 1600,TIGRE,B1648EXP,,,,NO,-34.422741,-585.80848
2420,BANCO DE LA NACION ARGENTINA,AV. CAZON 1600,TIGRE,B1648EXP,,,,NO,-34.42274,-585.80848
2421,BANCO PATAGONIA S.A.,AV. CAZON 307,TIGRE,B1648EWD,,,,NO,-34.432441,-58.568817
2422,BANCO DE LA CIUDAD DE BUENOS AIRES,AV. DANIEL CAZON 1202 PB,TIGRE,B1648EWZ,11,45879954,,NO,-34.426134,-58.576355
2423,BANCO DE LA NACION ARGENTINA,AV. DANIEL CAZON 185,TIGRE,B1648EWB,,,,NO,-34.433277,-585.67856
2424,BANCO BBVA ARGENTINA S.A.,AV. DE LOS LAGOS 6660,TIGRE,B1670NGD,,,,NO,-34.425098,-58.6567
2425,BANCO SANTANDER ARGENTINA S.A.,AV. DE LOS LAGOS 6855 PB DPTO: 1,TIGRE,B1670NGG,,,,NO,34.425125,58.656713
2426,BANCO INDUSTRIAL S.A.,AVENIDA CAZON 253,TIGRE,B1648EWC,,,,NO,34.432706,58.568544
2427,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AVENIDA DE LOS LAGOS 6895,TIGRE,B1670NGG,,,,NO,-34.421635,-58.663701
2428,BANCO COMAFI SOCIEDAD ANONIMA,AVENIDA DEL MIRADOR AREA RIBEREÑA 220,TIGRE,B1671NIF,,,,NO,-34.395174,-58.649943
2429,BANCO DE LA PROVINCIA DE BUENOS AIRES,BARTOLOME MITRE 2,TIGRE,B1648DTB,,,,NO,-34.416681,-58.579015
2430,BANCO SANTANDER ARGENTINA S.A.,CALZADILLA Y COLECTORA SAN MARTIN,TIGRE,B1617AXB,,,,NO,34.431617,58.712932
2431,BANCO INDUSTRIAL S.A.,CAZON 253,TIGRE,B1648EWC,11,40050248,,NO,34.432875,58.5683
2432,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,LOS EUCALIPTUS 1200 Y LOS SAUCES,TIGRE,B1648DRA,,,,NO,-34.419902,-58.57149
2433,BANCO SANTANDER ARGENTINA S.A.,RUTA PANAMERICANA KM 31,TIGRE,B1618FAY,,,,NO,34.446328,58.700475
2434,BANCO MACRO S.A.,SANTA MARIA DE LAS CONCHAS 2089 PB,TIGRE,B1624BPB,,,,NO,-34.422728,-58.591161
2435,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,SARMIENTO 160 PB,TIGRE,B1648APD,,,,NO,-34.421706,-58.574349
2436,BANCO DE LA NACION ARGENTINA,AV. 7,TOLOSA,B1906EFV,,,,NO,-34.89308,-579.7919
2437,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 520 826,TOLOSA,B1906BSS,,,,NO,-34.887299,-57.979421
2438,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. 9 DE JULIO 302,TORNQUIST,B8160ACQ,,,,NO,-38.099918,-62.225497
2439,BANCO DE LA NACION ARGENTINA,AV. 9 DE JULIO 402,TORNQUIST,B8160ACR,,,,NO,-38.099932,-622.24106
2440,BANCO DE LA NACION ARGENTINA,AVDA 9 DE JULIO 402,TORNQUIST,B8160ACR,,,,NO,-38.099932,-622.2411
2441,BANCO DE LA NACION ARGENTINA,AVDA 9 DE JULIO 402,TORNQUIST,B8160ACR,,,,NO,-38.099932,-622.24106
2442,HSBC BANK ARGENTINA S.A.,ACC NORTE RAMAL PILAR KM 35,TORTUGUITAS,B1667HEE,2320,499338,,NO,-34.454412,-58.731579
2443,BANCO BBVA ARGENTINA S.A.,AU. PANAMERICANA ACC. NORTE KM 35,TORTUGUITAS,B1667JUU,,,,NO,-34.452714,-58.729395
2444,BANCO DE LA PROVINCIA DE BUENOS AIRES,DIRECTORIO 341,TORTUGUITAS,B1667COE,,,,NO,-34.466096,-58.748997
2445,BANCO DE LA PROVINCIA DE BUENOS AIRES,LUIS MARIA DRAGO,TORTUGUITAS,B1667KXD,2320,491301,,NO,-34.470721,-58.75882
2446,BANCO CREDICOOP COOPERATIVO LIMITADO,MORENO 1160,TORTUGUITAS,B1744JOX,,,,NO,-34.469452,-58.75803
2447,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RUTA PANAMERICANA RAMAL PILAR KM 36 Y AV. CONSTITUYENTES,TORTUGUITAS,B1667FYB,,,,NO,-34.451421,-58.726861
2448,BANCO BBVA ARGENTINA S.A.,AV. VILLEGAS 418,TRENQUE LAUQUEN,B6400EGR,,,,NO,-35.972263,-62.734127
2449,BANCO DE LA PROVINCIA DE BUENOS AIRES,BOULEVARD VILLEGAS 500,TRENQUE LAUQUEN,B6400AZN,2392,42368 int 69840,,NO,-35.973057,-62.73344
2450,BANCO DE LA PROVINCIA DE BUENOS AIRES,BOULEVARD VILLEGAS 500,TRENQUE LAUQUEN,B6400AZN,2392,432368,,NO,-35.973102,-62.733657
2451,BANCO DE LA PROVINCIA DE BUENOS AIRES,BOULEVARD VILLEGAS 500,TRENQUE LAUQUEN,B6400AZN,,,,NO,-35.972821,-62.733567
2452,BANCO DE LA NACION ARGENTINA,BOULEVARD VILLEGAS 501,TRENQUE LAUQUEN,B6400EGF,,,,NO,-35.97297,-627.3374
2453,BANCO DE LA NACION ARGENTINA,BV. VILLEGAS 501,TRENQUE LAUQUEN,B6400EGF,,,,NO,-35.97297,-627.33736
2454,BANCO DE LA PROVINCIA DE BUENOS AIRES,GARCIAS SALINAS 1002,TRENQUE LAUQUEN,B6400EHX,,,,NO,-35.973534,-62.732835
2455,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,GRAL. VILLEGAS 434,TRENQUE LAUQUEN,B6400EGR,,,,NO,-35.981421,-62.727751
2456,BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,ROCA Y URUGUAY,TRENQUE LAUQUEN,B6400EKA,,,,NO,-35.97385,-62.73484
2457,BANCO MACRO S.A.,SAN MARTIN 568 PB,TRENQUE LAUQUEN,B6400CES,,,,NO,-35.973224,-62.731969
2458,BANCO CREDICOOP COOPERATIVO LIMITADO,URUGUAY 179,TRENQUE LAUQUEN,B6400AZB,2392,430354,430354,NO,-35.973494,-62.734604
2459,BANCO PATAGONIA S.A.,URUGUAY 199,TRENQUE LAUQUEN,B6400AZB,,,,NO,-35.973603,-62.734823
2460,BANCO DE LA PROVINCIA DE BUENOS AIRES,VILLEGAS 500,TRENQUE LAUQUEN,B6400EGR,2392,422005,,NO,-35.972902,-62.733514
2461,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. JOSE BALBIANI 298,TRES ALGARROBOS (EST. CUENCA),B6231ARP,,,,NO,-35.194785,-62.773125
2462,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,9 DE JULIO 59,TRES ARROYOS,B7500BKA,,,,NO,-38.379685,-60.273601
2463,BANCO SANTANDER ARGENTINA S.A.,AV MORENO 399 PB DPTO: 1,TRES ARROYOS,B7500GHD,,,,NO,38.379961,60.272109
2464,BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,AV. MORENO 241,TRES ARROYOS,B7500GHC,,,,NO,-38.37868,-60.27338
2465,BANCO DE LA NACION ARGENTINA,AV. MORENO 299,TRES ARROYOS,B7500GHC,,,,NO,-38.37916,-602.72962
2466,BANCO DE LA NACION ARGENTINA,AV. MORENO 299,TRES ARROYOS,B7500GHC,,,,NO,-38.379159,-602.72962
2467,BANCO PATAGONIA S.A.,AV. MORENO 300,TRES ARROYOS,B7500GHP,,,,NO,-38.379144,-60.272942
2468,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. SAN MARTIN 1043,TRES ARROYOS,B7500IKK,,,,NO,-38.368839,-60.285881
2469,BANCO CREDICOOP COOPERATIVO LIMITADO,CHACABUCO 99,TRES ARROYOS,B7500GDA,2983,430760,430760,NO,-38.379264,-60.276858
2470,BANCO CREDICOOP COOPERATIVO LIMITADO,CHACABUCO 99,TRES ARROYOS,B7500GDA,,,,NO,-38.379264,-60.276858
2471,BANCO DE LA PROVINCIA DE BUENOS AIRES,COLON 199,TRES ARROYOS,B7500GFC,2983,426071 int 64821,425869,NO,-38.379148,-60.274794
2472,BANCO DE LA PROVINCIA DE BUENOS AIRES,COLON 199,TRES ARROYOS,B7500GFC,,,,NO,-38.379221,-60.274917
2473,BANCO BBVA ARGENTINA S.A.,COLON 311,TRES ARROYOS,B7500GFG,,,,NO,-38.380013,-60.273987
2474,COMPAÑIA FINANCIERA ARGENTINA S.A.,COLON 337,TRES ARROYOS,B7500GFG,,,,NO,-38.380278,-60.273642
2475,BANCO MACRO S.A.,HIPOLITO YRIGOYEN 210 PB,TRES ARROYOS,B7500BIF,,,,NO,-38.380017,-60.275851
2476,BANCO DE LA PROVINCIA DE BUENOS AIRES,"RUTA NACIONAL NUM. 3 KM. 493,50 493",TRES ARROYOS,B7500GFC,2983,426071 int 64821,422315,NO,-38.369245,-60.297733
2477,BANCO PATAGONIA S.A.,AV. SAN MARTIN 2716,TRES DE FEBRERO,B1678GQQ,,,,NO,-34.607182,-58.562073
2478,BANCO INDUSTRIAL S.A.,RIVADAVIA 12110,TRES DE FEBRERO,B1702CHR,,,,NO,34.553065,57.565799
2479,BANCO DE LA PROVINCIA DE BUENOS AIRES,9 DE JULIO 399 Y MONTEVERDE,TRES LOMAS,B6409ABG,,,,NO,-36.457613,-62.863722
2480,BANCO DE LA NACION ARGENTINA,9 DE JULIO 502,TRES LOMAS,B6409ABL,,,,NO,-36.45851,-628.62171
2481,BANCO DE LA NACION ARGENTINA,9 DE JULIO 502,TRES LOMAS,B6409ABL,,,,NO,-36.458513,-628.62171
2482,BANCO DE LA NACION ARGENTINA,25 DE MAYO 54,TRISTÁN SUÁREZ,B1806CPG,,,,NO,-34.891792,-585.68106
2483,BANCO DE LA NACION ARGENTINA,25 DE MAYO 54,TRISTÁN SUÁREZ,B1806CPG,,,,NO,-34.89179,-585.68106
2484,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. DEL LIBERTADOR 7403,TRUJUI,B1736ACV,,,,NO,-34.585701,-58.749733
2485,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA DEL LIBERTADOR 0000006790,TRUJUI,B1736ACP,237,4810224,,NO,-34.592635,-58.752542
2486,BANCO DE LA PROVINCIA DE BUENOS AIRES,BOULEVARD CAVERI 1338,TRUJUI,B1736IIO,237,4621413,,NO,-34.583025,-58.75117
2487,BANCO DE LA PROVINCIA DE BUENOS AIRES,ROMA 0000003000,TRUJUI,B1736KSF,237,4621413,,NO,-34.613466,-58.759851
2488,BANCO DE LA NACION ARGENTINA,AV. ANTÁRTIDA ARGENTINA 685,TURDERA,B1833CDF,,,,NO,-34.792646,-584.145833
2489,BANCO CREDICOOP COOPERATIVO LIMITADO,SAN BUENAVENTURA 421,TURDERA,B1833AQI,11,42983694,42983694,NO,-34.787664,-58.408259
2490,BANCO DE LA PROVINCIA DE BUENOS AIRES,RIVADAVIA 170,URDAMPILLETA,B6553BIR,,,,NO,-36.431892,-61.420717
2491,BANCO DE LA NACION ARGENTINA,RIVADAVIA 204,URDAMPILLETA,B6553BIP,,,,NO,-36.431538,-614.21428
2492,BANCO DE LA PROVINCIA DE BUENOS AIRES,SARMIENTO,VALDES,B6717AHH,2345,462036 int 69813,,NO,-35.648233,-60.464996
2493,BANCO PIANO S.A.,AV JUAN DOMINGO PERON 2553,VALENTÍN ALSINA,B1822AGI,,,,NO,34.673541,58.406285
2494,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. HIPOLITO YRIGOYEN 3863,VALENTÍN ALSINA,B1824AAH,,,,NO,-34.699533,-58.392022
2495,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PRESIDENTE PERON 2835,VALENTÍN ALSINA,B1822AGO,,,,NO,-34.67295,-58.40684
2496,BANCO SANTANDER ARGENTINA S.A.,GUATEMALA 3400 PB DPTO: 1,VALENTÍN ALSINA,B1822AXZ,,,,NO,34.664911,58.406347
2497,BANCO BBVA ARGENTINA S.A.,JUAN D. PERON 2675/9,VALENTÍN ALSINA,B1822AGK,11,43416420,,NO,-34.673405,-58.406429
2498,BANCO BBVA ARGENTINA S.A.,JUAN D. PERON 2675/9,VALENTÍN ALSINA,B1822AGK,,,,NO,-34.673405,-58.406429
2499,BANCO DE LA PROVINCIA DE BUENOS AIRES,"O""HIGGINS 1335",VALENTÍN ALSINA,B1820API,,,,NO,-34.703887,-58.382431
2500,BANCO DE LA NACION ARGENTINA,PTE. TTE. GRAL. JUAN D. PERON 2757,VALENTÍN ALSINA,B1822AGM,,,,NO,-34.67285,-584.0708
2501,BANCO DE LA PROVINCIA DE BUENOS AIRES,RIO DE JANEIRO 1910,VALENTÍN ALSINA,B1824DLR,,,,NO,-34.696177,-58.400522
2502,BANCO CREDICOOP COOPERATIVO LIMITADO,TTE. GENERAL JUAN DOMINGO PERON 3335,VALENTÍN ALSINA,B1822AHA,,,,NO,-34.669349,-58.411851
2503,BANCO CREDICOOP COOPERATIVO LIMITADO,TTE. GENERAL JUAN DOMINGO PERON 3335,VALENTÍN ALSINA,B1822AHA,11,42089171,42089171,NO,-34.669349,-58.411851
2504,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. ESPORA 562,VALERIA DEL MAR,B7166CBL,,,,NO,-37.144873,-56.884005
2505,BANCO DE LA PROVINCIA DE BUENOS AIRES,AZOPARDO 0000000775,VALERIA DEL MAR,B7166CRO,2254,497550,,NO,-37.144813,-56.880136
2506,BANCO DE LA PROVINCIA DE BUENOS AIRES,ARENALES 15,VEDIA,B6030CLQ,,,,NO,-34.49623,-61.540503
2507,BANCO DE LA NACION ARGENTINA,AV. LEANDRO N. ALEM 1,VEDIA,B6030BVA,,,,NO,-34.498471,-615.4195
2508,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 12,VERONICA,B1954ACN,2221,481078,,NO,-35.387355,-57.338411
2509,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 25 1596,VERONICA,B1917APF,,,,NO,-35.387229,-57.338114
2510,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 25 1596,VERONICA,B1917APF,2221,481078,,NO,-35.387508,-57.340591
2511,BANCO DE LA NACION ARGENTINA,CALLE 30 1400,VERONICA,B1917AXH,,,,NO,-35.3885,-573.389
2512,BANCO BBVA ARGENTINA S.A.,ADOLFO ALSINA 1496,VICENTE LOPEZ,B1638CQP,,,,NO,-34.534485,-58.477943
2513,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. ADER 775,VICENTE LOPEZ,B1609ARH,,,,NO,-34.518896,-58.562804
2514,BANCO SANTANDER ARGENTINA S.A.,AV. DEL LIBERTADOR 1467 PB DPTO: 1,VICENTE LOPEZ,B1638BGA,,,,NO,34.520075,58.474345
2515,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DEL LIBERTADOR 215,VICENTE LOPEZ,B1638BEB,,,,NO,-34.532575,-58.46859
2516,BANCO SANTANDER ARGENTINA S.A.,AV. MAIPU 2453 PB DPTO: 1,VICENTE LOPEZ,B1636AAE,,,,NO,34.512869,58.489541
2517,BANCO DE LA CIUDAD DE BUENOS AIRES,AV. MAIPU 2850 PB,VICENTE LOPEZ,B1636AAU,11,47996246,,NO,-34.304227,-58.292351
2518,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. MAIPU 301,VICENTE LOPEZ,B1638AAD,,,,NO,-34.53546,-58.477546
2519,BANCO PATAGONIA S.A.,AV. MAIPU 801,VICENTE LOPEZ,B1638AAI,,,,NO,-34.530684,-58.479987
2520,HSBC BANK ARGENTINA S.A.,AV.MAIPU 431,VICENTE LOPEZ,B1638AAE,,,,NO,-34.534234,-58.478167
2521,BANCO SANTANDER ARGENTINA S.A.,CAPITAN BERMUDEZ 4547 4791 PISO: SS DPTO: 1,VICENTE LOPEZ,B1605DII,,,,NO,34.516189,58.524762
2522,BANCO DE LA CIUDAD DE BUENOS AIRES,RAWSON 3602 PB,VICENTE LOPEZ,B1637AGJ,11,43298600,,NO,-34.295587,-58.291881
2523,BANCO SANTANDER ARGENTINA S.A.,AV DEL LIBERTADOR 77/95 PB DPTO: 1,VICENTE LÓPEZ,B1638BDA,,,,NO,34.533881,58.467899
2524,BANCO SANTANDER ARGENTINA S.A.,AV MAIPU 1325 PB DPTO: 1,VICENTE LÓPEZ,B1638ABA,,,,NO,34.525592,58.482803
2525,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV MAIPU 1721,VICENTE LÓPEZ,B1638ABE,,,,NO,-34.521982,-58.48475
2526,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV MAIPU 502 Y AGUSTIN ALVAREZ,VICENTE LÓPEZ,B1638ABE,,,,NO,-34.533617,-58.478472
2527,BANCO PIANO S.A.,AV SAN MARTIN 1526,VICENTE LÓPEZ,B1638BFQ,,,,NO,34.523937,58.484069
2528,BANCO DE LA NACION ARGENTINA,AV. DEL LIBERTADOR 215,VICENTE LÓPEZ,B1638BEB,,,,NO,-34.532576,-584.68594
2529,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DEL LIBERTADOR 215,VICENTE LÓPEZ,B1638BEB,,,,NO,-34.53247,-58.4686
2530,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DEL LIBERTADOR 215,VICENTE LÓPEZ,B1638BEB,,,,NO,-34.532575,-58.46859
2531,BANCO DE LA NACION ARGENTINA,AV. MAIPU 1819,VICENTE LÓPEZ,B1638ABF,,,,NO,-34.520833,-584.853534
2532,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. MAIPU 301,VICENTE LÓPEZ,B1638AAD,,,,NO,-34.53546,-58.477546
2533,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. MAIPU 741,VICENTE LÓPEZ,B1638AAH,,,,NO,-34.531119,-58.479536
2534,BANCO DE LA NACION ARGENTINA,AV. MAIPU 742,VICENTE LÓPEZ,B1602AAU,,,,NO,-34.53127,-584.79713
2535,BANCO DE LA NACION ARGENTINA,AV. MAIPU 742,VICENTE LÓPEZ,B1602AAU,,,,NO,-34.531274,-584.79713
2536,BANCO SUPERVIELLE S.A.,AV. MAIPU 755,VICENTE LÓPEZ,B1638AAH,11,52971650,,NO,-34.531,-58.479
2537,BANCO PATAGONIA S.A.,AV. MAIPU 801,VICENTE LÓPEZ,B1638AAI,,,,NO,-34.530684,-58.479987
2538,BANCO ITAU ARGENTINA S.A.,AVENIDA MAIPU 1374 DPTO: OFICINA,VICENTE LÓPEZ,B1638ABA,11,47181371,47181371,NO,-34.525121,-58.483068
2539,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,ESTEBAN ECHEVERRIA 3750,VICENTE LÓPEZ,B1605BQD,,,,NO,-34.585408,-58.573144
2540,BANCO DE LA PROVINCIA DE BUENOS AIRES,HIPOLITO YRIGOYEN 789,VICENTE LÓPEZ,B1636AAG,,,,NO,-34.517994,-58.479419
2541,BANCO SANTANDER ARGENTINA S.A.,AV JUAN D PERON 3400 PB DPTO: 1,VICTORIA,B1644CYX,,,,NO,34.454271,58.537241
2542,BANCO ITAU ARGENTINA S.A.,AVENIDA DEL LIBERTADOR 2301 DPTO: OFICINA,VICTORIA,B1644DLA,11,47451808,47451808,NO,-34.446786,-58.544619
2543,HSBC BANK ARGENTINA S.A.,CARLOS CASARES 3690,VICTORIA,B1644BCD,,,,NO,-34.465183,-58.568845
2544,BANCO SANTANDER ARGENTINA S.A.,MARTIN RODRIGUEZ 4013 PB DPTO: 1,VICTORIA,B1644CGE,,,,NO,34.471431,58.570256
2545,BANCO BBVA ARGENTINA S.A.,URUGUAY 3675,VICTORIA,B1644HKG,,,,NO,-34.468801,-58.561089
2546,HSBC BANK ARGENTINA S.A.,URUGUAY 3911,VICTORIA,B1609BGW,11,47377223,,NO,-34.469408,-58.562389
2547,BANCO BBVA ARGENTINA S.A.,URUGUAY 4075,VICTORIA,B1644HKG,,,,NO,-34.468801,-58.561089
2548,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. CROVARA 1048,VILLA EDUARDO MADERO,B1751CQX,,,,NO,-34.680328,-58.511648
2549,BANCO DE LA PROVINCIA DE BUENOS AIRES,CHILAVERT 1790,VILLA EDUARDO MADERO,B1768DQN,,,,NO,-34.692619,-58.483484
2550,BANCO INDUSTRIAL S.A.,CROVARA 1404,VILLA EDUARDO MADERO,B1751CRO,11,44544440,,NO,34.667639,58.542108
2551,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. DE MAYO 1388,VILLA ADELINA,B1607DDN,,,,NO,-34.521253,-58.544941
2552,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. DE MAYO 1388,VILLA ADELINA,B1607DDN,11,47353490,47353490,NO,-34.521253,-58.544941
2553,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. PARANA 6534,VILLA ADELINA,B1652AUJ,,,,NO,-34.513138,-58.531187
2554,BANCO SANTANDER ARGENTINA S.A.,COLECTORA PANAMERICANA 1804 Y THAMES,VILLA ADELINA,B1607EEV,,,,NO,34.502504,58.544562
2555,BANCO BBVA ARGENTINA S.A.,FONDO DE LA LEGUA 2245,VILLA ADELINA,B1607BKD,11,43480140,,NO,-34.508064,-58.535038
2556,BANCO BBVA ARGENTINA S.A.,FONDO DE LA LEGUA 2245,VILLA ADELINA,B1607BKD,,,,NO,-34.508064,-58.535038
2557,BANCO SUPERVIELLE S.A.,PARANA 6459,VILLA ADELINA,B1607EDC,11,52973060,,NO,-34.525,-58.548
2558,BANCO DE LA PROVINCIA DE BUENOS AIRES,PARANA 6647,VILLA ADELINA,B1607EDD,,,,NO,-34.527016,-58.549916
2559,CITIBANK N.A.,PRILIDEANO PUEYRREDON 2989 PB Y GARCIA MEROU,VILLA ADELINA,B1640ILA,,,,NO,-34.510476,-58.528178
2560,HSBC BANK ARGENTINA S.A.,YERBAL 1200,VILLA ADELINA,B1609HTO,11,47357535,,NO,-34.451141,-58.550232
2561,BANCO DE LA NACION ARGENTINA,FORTABAT 1587,VILLA ALFREDO FORTABAT,B7436AYF,,,,NO,-36.986434,-602.79442
2562,BANCO DE LA PROVINCIA DE BUENOS AIRES,ERNESTO ECHAGÜE 596 Y LORENZO MORENO,VILLA ANGELICA (EST. EL SOCORRO),B2715AKD,2477,495019,495034,NO,-33.663709,-60.708677
2563,BANCO DE LA NACION ARGENTINA,ALVEAR (EX 278) 2615,VILLA BALLESTER,B1653CJO,,,,NO,-34.549247,-585.53554
2564,BANCO DE LA NACION ARGENTINA,ALVEAR (EX 278) 2615,VILLA BALLESTER,B1653CJO,,,,NO,-34.54925,-585.53554
2565,BANCO BBVA ARGENTINA S.A.,ALVEAR 26,VILLA BALLESTER,B1653CJS,11,43480130,,NO,-34.56739,-58.574265
2566,BANCO BBVA ARGENTINA S.A.,ALVEAR 26,VILLA BALLESTER,B1653CJS,,,,NO,-34.56739,-58.574265
2567,BANCO DE LA NACION ARGENTINA,AMERICA 4006,VILLA BALLESTER,B1653HFL,,,,NO,-34.550571,-585.45851
2568,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CALLE 114 - EX ALVEAR 2566,VILLA BALLESTER,B1653CJN,,,,NO,-34.548661,-58.55281
2569,BANCO SANTANDER ARGENTINA S.A.,CALLE 114 2495 PB DPTO: 1,VILLA BALLESTER,B1653CJK,,,,NO,34.548044,58.552343
2570,BANCO PATAGONIA S.A.,CALLE 114 2730,VILLA BALLESTER,B1653CJR,,,,NO,-34.550349,-58.554613
2571,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CALLE 65 5920,VILLA BALLESTER,B1653BPB,,,,NO,-34.54298,-58.564218
2572,BANCO PIANO S.A.,CORDOBA 4550,VILLA BALLESTER,B1653BJX,,,,NO,34.551352,58.552114
