Id,Entidad financiera,Dirección,Localidad,CP,Telediscado,Teléfono,Fax,Caj.Aut.,Latitud,Longitud
0,N/D,N/D,N/D,N/D,,,,NO,,
1,BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 29 802,25 DE MAYO,B6660ACQ,2345,462713,462713,NO,-35.430904,-60.170774
2,BANCO CREDICOOP COOPERATIVO LIMITADO,CALLE 29 802,25 DE MAYO,B6660ACQ,,,,NO,-35.430904,-60.170774
3,BANCO DE LA NACION ARGENTINA,CALLE 9 900,25 DE MAYO,B6660BVR,,,,NO,-35.43182,-601.7114
4,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 9 901,25 DE MAYO,B6660BVS,2345,462036,,NO,-35.431997,-60.170905
5,BANCO DE LA PROVINCIA DE BUENOS AIRES,CALLE 9 901 Y CALLE 28,25 DE MAYO,B6660BVS,,,,NO,-35.431809,-60.170776
6,BANCO DE LA PROVINCIA DE BUENOS AIRES,LEANDRO N ALEM Y HIPOLITO YRIGOYEN,30 DE AGOSTO,B6405BFF,,,,NO,-36.279102,-62.547104
7,HSBC BANK ARGENTINA S.A.,LOS ANDES 1381,9 DE ABRIL,B1832DGB,11,42444554,,NO,-34.775389,-58.418609
8,BANCO CREDICOOP COOPERATIVO LIMITADO,RUTA DE LA TRADICION 6005,9 DE ABRIL,B1839FRG,11,46931923,46931923,NO,-34.755254,-58.484961
9,BANCO CREDICOOP COOPERATIVO LIMITADO,RUTA DE LA TRADICION 6005,9 DE ABRIL,B1839FRG,,,,NO,-34.755254,-58.484961
10,BANCO SANTANDER ARGENTINA S.A.,RUTA DE LA TRADICION 7732 PB DPTO: 1,9 DE ABRIL,B1839FSX,11,43411000 int 1002,4341000,NO,34.742106,58.4951
11,BANCO CREDICOOP COOPERATIVO LIMITADO,AV AVELLANEDA 1561,9 DE JULIO,B6500ATC,,,,NO,-35.452849,-60.882606
12,BANCO SANTANDER ARGENTINA S.A.,AV SAN MARTIN 1237 PB DPTO: 1,9 DE JULIO,B6500BWG,,,,NO,42.913111,71.317068
13,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. BARTOLOME MITRE 1305,9 DE JULIO,B6500ABA,2317,430602 int 69800,430357,NO,-35.445039,-60.885186
14,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. BARTOLOME MITRE 1305,9 DE JULIO,B6500ABA,,,,NO,-35.44513,-60.88519
15,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. BARTOLOME MITRE 1305,9 DE JULIO,B6500ABA,2317,430602 int 69800,430084,NO,-35.445053,-60.885179
16,BANCO SUPERVIELLE S.A.,AV. MITRE 1053,9 DE JULIO,B6500AAK,2317,427882,,NO,-34.877,-61.518474
17,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. MITRE 1088,9 DE JULIO,B6500AAX,,,,NO,-42.912811,-71.329122
18,BANCO MACRO S.A.,BARTOLOME MITRE 1162 PB,9 DE JULIO,B6500AAY,,,,NO,-42.912247,-71.329902
19,BANCO BBVA ARGENTINA S.A.,HIPOLITO YRIGOYEN 921,9 DE JULIO,B6500DJQ,,,,NO,-35.457642,-60.887272
20,BANCO DE LA NACION ARGENTINA,RIOJA 1199,9 DE JULIO,B6500ADL,,,,NO,-35.44543,-608.8324
21,BANCO CREDICOOP COOPERATIVO LIMITADO,SAN MARTIN 1293,9 DE JULIO,B6500EVV,2317,430576,430576,NO,-42.912694,-71.316487
22,BANCO ITAU ARGENTINA S.A.,RUTA NACIONAL N› 2 KM 054 DPTO: OFICINA,ABASTO,B1933BWA,21,3013110,,NO,-35.003039,-58.120508
23,BANCO SANTANDER ARGENTINA S.A.,AV DEL LIBERTADOR 14998 PB DPTO: 1,ACASSUSO,B1641ANS,,,,NO,34.476037,58.499543
24,BANCO SANTANDER ARGENTINA S.A.,AV DEL LIBERTADOR 14998 PB DPTO: 1 Y PERU,ACASSUSO,B1641ANS,,,,NO,34.476037,58.499543
25,BANCO SANTANDER ARGENTINA S.A.,AV SANTA FE 900 PB DPTO: 1,ACASSUSO,B1641ABN,,,,NO,34.480985,58.506299
26,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. DEL LIBERTADOR 14806,ACASSUSO,B1641ANR,,,,NO,-34.477259,-58.497404
27,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. LIBERTADOR 15301,ACASSUSO,B1642CKA,,,,NO,-34.474354,-58.502067
28,BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE,ADOLFO GONZALES CHAVES (EST. CHAVES),B7513CQC,,,,NO,-38.0324,-600.982
29,BANCO DE LA NACION ARGENTINA,BARTOLOME MITRE 199,ADOLFO GONZALES CHAVES (EST. CHAVES),B7513CQC,,,,NO,-38.0324,-600.982
30,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. ESPORA 1462,ADROGUÉ,B1846BTL,,,,NO,-34.808011,-58.391014
31,HSBC BANK ARGENTINA S.A.,AV. HIPOLITO YRIGOYEN 13200,ADROGUÉ,B1832DGB,11,42444554,,NO,-34.761309,-58.401153
32,BANCO ITAU ARGENTINA S.A.,AVENIDA ESPORA 644/50 DPTO: OFICINA,ADROGUÉ,B1846BTR,,,,NO,-34.796502,-58.388686
33,BANCO ITAU ARGENTINA S.A.,AVENIDA ESPORA 644/50 DPTO: OFICINA,ADROGUÉ,B1846BTR,11,42937663,42937663,NO,-34.796502,-58.388686
34,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BARTOLOME MITRE 1160,ADROGUÉ,B1846DTJ,,,,NO,-34.822518,-58.393491
35,BANCO BBVA ARGENTINA S.A.,ESTEBAN ADROGUE 1029,ADROGUÉ,B1846FHA,,,,NO,-34.798702,-58.391289
36,BANCO SUPERVIELLE S.A.,ESTEBAN ADROGUE 1050,ADROGUÉ,B1846FHB,11,52972850,,NO,-34.7987,-58.3913
37,BANCO DE LA NACION ARGENTINA,ESTEBAN ADROGUE 1052,ADROGUÉ,B1846FHB,,,,NO,-34.7987,-583.9129
38,BANCO DE LA NACION ARGENTINA,ESTEBAN ADROGUE 1052,ADROGUÉ,B1846FHB,,,,NO,-34.798704,-583.9129
39,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,ESTEBAN ADROGUE 1060,ADROGUÉ,B1846FHB,,,,NO,-34.798704,-58.39129
40,BANCO SANTANDER ARGENTINA S.A.,ESTEBAN ADROGUE 1212 PB DPTO: 1,ADROGUÉ,B1846FHF,,,,NO,34.798336,58.390421
41,BANCO DE LA PROVINCIA DE BUENOS AIRES,GORRITI 859,ADROGUÉ,B1846FFL,,,,NO,-34.812138,-58.385575
42,BANCO DE LA PROVINCIA DE BUENOS AIRES,ROSALES 1312,ADROGUÉ,B1846CEF,,,,NO,-34.800255,-58.388321
43,BANCO MACRO S.A.,ROTONDA PLAZA ESPORA 69 PB,ADROGUÉ,B1846CED,,,,NO,-34.788123,-58.389128
44,BANCO SUPERVIELLE S.A.,SEGUI 752,ADROGUÉ,B1846DSQ,11,52972520,,NO,-34.7998,-58.3959
45,BANCO DE LA PROVINCIA DE BUENOS AIRES,SOMELLERA 599,ADROGUÉ,B1846BFA,,,,NO,-34.79829,-58.39337
46,BANCO DE LA NACION ARGENTINA,AUTOPISTA TTE GRAL RICCHIERI 33,AEROPUERTO INTERNACIONAL EZEIZA,B1802EZE,,,,NO,-34.80912,-585.39748
47,BANCO DE LA NACION ARGENTINA,AUTOPISTA TTE GRAL RICCHIERI 33,AEROPUERTO INTERNACIONAL EZEIZA,B1802EZE,,,,NO,-34.809117,-585.39748
48,BANCO DE LA NACION ARGENTINA,AUTOPISTA TTE GRAL RICCHIERI 33,AEROPUERTO INTERNACIONAL EZEIZA,B1802EZE,,,,NO,-34.809275,-585.396623
49,BANCO DE LA NACION ARGENTINA,AUTOPISTA TTE. GRAL. RICCHIERI 33,AEROPUERTO INTERNACIONAL EZEIZA,B1802EZE,,,,NO,-34.815154,-585.43046
50,BANCO DE LA NACION ARGENTINA,AUTOPISTA TTE. GRAL. RICCHIERI 33,AEROPUERTO INTERNACIONAL EZEIZA,B1802EZE,,,,NO,-34.81348,-585.3883
51,BANCO MACRO S.A.,AV. VACAREZZA 51 PB,ALBERTI (EST. ANDRES VACCAREZZA),B6634COB,,,,NO,-34.610447,-58.401716
52,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. VACCAREZZA 202,ALBERTI (EST. ANDRES VACCAREZZA),B6634CTP,2346,470129,,NO,-35.030602,-60.279533
53,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. VACCAREZZA 202,ALBERTI (EST. ANDRES VACCAREZZA),B6634CTP,2346,470129 int 69831,470135,NO,-35.030762,-60.280025
54,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. LINO LAGOS 1928,ALDO BONZI,B1785BST,,,,NO,-34.709059,-58.514855
55,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA MITRE 0000000187,ALEJANDRO KORN,B1864AXC,2225,421596,,NO,-34.984805,-58.375941
56,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAGARRA 67,ALEJANDRO KORN,B1864AUA,,,,NO,-34.981877,-58.374079
57,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAGARRA 67,ALEJANDRO KORN,B1864AUA,2225,421596 int 20801,421047,NO,-34.981877,-58.374079
58,BANCO DE LA NACION ARGENTINA,AV. CHACON 497,ALFREDO DEMARCHI (EST. FACUNDO QUIROGA),B6560ALE,,,,NO,-35.2935,-614.0463
59,BANCO DE LA PROVINCIA DE BUENOS AIRES,DR. MANUEL ARCE 86,ALFREDO DEMARCHI (EST. FACUNDO QUIROGA),B6533XAA,,,,NO,-35.285339,-61.419071
60,BANCO PATAGONIA S.A.,E. ADROGUE 1038,ALMIRANTE BROWN,B1846FHB,,,,NO,-34.798674,-58.391304
61,COMPAÑIA FINANCIERA ARGENTINA S.A.,EUGENIO DE BURZACO 763,ALMIRANTE BROWN,B1852BGI,,,,NO,-34.826283,-58.392501
62,BANCO INDUSTRIAL S.A.,RAFAEL ALTAMIRA 1540,ALMIRANTE BROWN,B1847BGH,11,42193047,42193047,NO,34.793277,58.359062
63,BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,BANFI 57,AMERICA,B6237AVA,,,,NO,-35.49004,-62.97708
64,BANCO DE LA NACION ARGENTINA,RIVADAVIA 301,AMERICA,B6237CFF,,,,NO,-35.49007,-629.76291
65,BANCO DE LA NACION ARGENTINA,RIVADAVIA 301,AMERICA,B6237CFF,,,,NO,-35.490073,-629.76291
66,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAN MARTIN 300,AMERICA,B6237CAD,,,,NO,-35.489477,-62.974539
67,BANCO SANTANDER ARGENTINA S.A.,R PANAMERICANA R PILAR KM 355 S/N PB DPTO: 1,AREA DE PROMOCIÓN EL TRIÁNGULO,B1667BBQ,,,,NO,34.445565,58.764153
68,BANCO DE LA PROVINCIA DE BUENOS AIRES,OSVALDO L MENDIZABAL 371,ARENAZA,B6075ANG,,,,NO,-34.966671,-61.76667
69,BANCO CREDICOOP COOPERATIVO LIMITADO,BELGRANO 83,ARRECIFES,B2740BTA,,,,NO,-34.062606,-60.10356
70,BANCO DE LA PROVINCIA DE BUENOS AIRES,RICARDO GUTIERREZ 399,ARRECIFES,B2740BCG,,,,NO,-34.062963,-60.10548
71,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,RICARDO GUTIERREZ 401,ARRECIFES,B2740BCD,,,,NO,-34.066711,-60.116791
72,BANCO DE LA NACION ARGENTINA,RICARDO GUTIERREZ 498,ARRECIFES,B2740BCU,,,,NO,-34.06505,-601.06445
73,BANCO DE LA NACION ARGENTINA,RICARDO GUTIERREZ 498,ARRECIFES,B2740BCU,,,,NO,-34.065052,-601.06445
74,BANCO MACRO S.A.,RICARDO GUTIERREZ 499 PB,ARRECIFES,B2740BCI,,,,NO,-34.064714,-60.106325
75,BANCO SANTANDER ARGENTINA S.A.,RICARDO GUTIERREZ 543 PB DPTO: 1,ARRECIFES,B2740BCK,,,,NO,34.065631,60.106921
76,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. LIBERTAD Y URUGUAY,ARRIBEÑOS,B6007BTB,2353,497005,497005,NO,-34.207735,-61.355078
77,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. LIBERTAD Y URUGUAY,ARRIBEÑOS,B6007BTB,,,,NO,-34.207735,-61.355078
78,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. SAN MARTIN 127,ASCENSION,B6003BTS,,,,NO,-34.233456,-61.105498
79,BANCO SANTANDER ARGENTINA S.A.,"AU BS. AS. LA PLATA, KM 9 PB DPTO: 1",AVELLANEDA,B1870AXD,,,,NO,34.655411,58.352412
80,BANCO HIPOTECARIO S.A.,AV MITRE 506,AVELLANEDA,B1870AAS,,,,NO,-34.660196,-58.367517
81,BANCO SANTANDER ARGENTINA S.A.,AV MITRE 553 PB DPTO: 1,AVELLANEDA,B1870AAF,,,,NO,34.660551,58.367491
82,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV MITRE 570,AVELLANEDA,B1870AAS,,,,NO,-34.660675,-58.367384
83,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. BARTOLOME MITRE 498,AVELLANEDA,B1870AAR,,,,NO,-34.66024,-58.367991
84,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. BARTOLOME MITRE 641,AVELLANEDA,B1870AGG,,,,NO,-34.661679,-58.368597
85,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. BME. MITRE 498,AVELLANEDA,B1870AAR,11,42290563,,NO,-34.660194,-58.367784
86,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV. HIPOLITO YRIGOYEN 345 PB,AVELLANEDA,B1870BLD,,,,NO,-34.661132,-58.375044
87,BANCO BBVA ARGENTINA S.A.,AV. MAIPU 171,AVELLANEDA,B1870AAT,,,,NO,-34.660241,-58.370735
88,BANCO DE LA NACION ARGENTINA,AV. MITRE 399,AVELLANEDA,B1870ADD,,,,NO,-34.65925,-583.6879
89,BANCO MACRO S.A.,AV. MITRE 424 PB,AVELLANEDA,B1870AAR,,,,NO,-34.659798,-58.368615
90,BANCO COLUMBIA S.A.,AV. MITRE 505,AVELLANEDA,B1870AAF,,,,NO,-34.660271,-58.367909
91,BANCO PATAGONIA S.A.,AV. MITRE 534,AVELLANEDA,B1870AAS,,,,NO,-34.660456,-58.367685
92,BANCO SANTANDER ARGENTINA S.A.,AV. MITRE 550 PB DPTO: 1,AVELLANEDA,B1870AAS,,,,NO,34.660584,58.367561
93,BANCO BBVA ARGENTINA S.A.,AV. MITRE 602,AVELLANEDA,B1870AAT,,,,NO,-34.660862,-58.367115
94,HSBC BANK ARGENTINA S.A.,AV. MITRE 646,AVELLANEDA,B1870AAT,11,42011572,,NO,-34.661351,-58.366491
95,BANCO DE LA CIUDAD DE BUENOS AIRES,AV. MITRE 681 PB,AVELLANEDA,C1036AAK,11,43298600,,NO,-34.606908,-58.376307
96,BANCO CREDICOOP COOPERATIVO LIMITADO,AVENIDA MITRE 3300,AVELLANEDA,B1872GFX,,,,NO,-34.683168,-58.342934
97,BANCO ITAU ARGENTINA S.A.,AVENIDA MITRE 437 DPTO: OFICINA,AVELLANEDA,B1870AAE,11,42019440,42019440,NO,-34.659458,-58.368516
98,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,GENERAL LAVALLE 475 Y MONTEVIDEO,AVELLANEDA,B1870BUI,,,,NO,-34.753372,-58.383796
99,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,MARIO BRAVO 1460,AVELLANEDA,B1868BNF,,,,NO,-34.721511,-58.415369
100,BANCO CREDICOOP COOPERATIVO LIMITADO,MITRE 390,AVELLANEDA,B1870AAQ,,,,NO,-34.659582,-58.368931
101,BANCO PIANO S.A.,MONSEÑOR PIAGGIO 56,AVELLANEDA,B1870CKB,,,,NO,34.663788,58.363945
102,BANCO DE LA NACION ARGENTINA,PAVON 299,AVELLANEDA,B1870BLC,,,,NO,-34.626217,-583.88922
103,BANCO DE LA NACION ARGENTINA,25 DE MAYO 1199,AYACUCHO,B7150ADO,,,,NO,-37.15246,-584.87445
104,BANCO DE LA NACION ARGENTINA,25 DE MAYO 1199,AYACUCHO,B7150ADO,,,,NO,-37.152463,-584.87445
105,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAN MARTIN 0000001199,AYACUCHO,B7150EAW,2296,452770,,NO,-37.151848,-58.488487
106,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAN MARTIN 1199,AYACUCHO,B7150EAW,,,,NO,-37.151784,-58.488657
107,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAN MARTIN 1199,AYACUCHO,B7150EAW,2296,452051,,NO,-37.152011,-58.488661
108,BANCO SANTANDER ARGENTINA S.A.,25 DE MAYO 599 PB DPTO: 1,AZUL,B7300FXF,,,,NO,36.779449,59.860061
109,BANCO DE LA PROVINCIA DE BUENOS AIRES,AMADO DIEB 270,AZUL,B7300IGF,,,,NO,-36.770334,-59.859748
110,BANCO DE LA NACION ARGENTINA,AV. PIAZZA,AZUL,B7300NUN,,,,NO,-36.785556,-598.49267
111,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. PRESIDENTE PERON 525,AZUL,B7300ILG,,,,NO,-36.781818,-59.865398
112,BANCO DE LA NACION ARGENTINA,AV. PRESIDENTE PERON 1026,AZUL,B7300BZG,,,,NO,-36.787782,-598.5744
113,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,BURGOS 611,AZUL,B7300GEM,,,,NO,-36.777652,-59.862763
114,BANCO DE LA PROVINCIA DE BUENOS AIRES,HIPOLITO YRIGOYEN 424,AZUL,B7300BXH,2281,434494,,NO,-36.777124,-59.863062
115,BANCO CREDICOOP COOPERATIVO LIMITADO,HIPOLITO YRIGOYEN 502,AZUL,B7300BXI,,,,NO,-36.778088,-59.861857
116,BANCO DE LA NACION ARGENTINA,SAN MARTIN 455,AZUL,B7300BZG,,,,NO,-37.33715,-570.36128
117,BANCO DE LA NACION ARGENTINA,SAN MARTIN 455,AZUL,B7300BZG,,,,NO,-37.337151,-570.36128
118,BANCO DE LA PROVINCIA DE BUENOS AIRES,SAN MARTIN 499,AZUL,B7300BZG,,,,NO,-36.778723,-59.862867
119,BANCO INDUSTRIAL S.A.,SAN MARTIN 549,AZUL,B7300BZI,2281,431783,,NO,36.779406,59.861764
120,BANCO INDUSTRIAL S.A.,SAN MARTIN 549,AZUL,B7300BZI,2281,431782,431782,NO,36.779406,59.861764
121,BANCO INDUSTRIAL S.A.,SAN MARTIN 549,AZUL,B7300BZI,2281,431782,431783,NO,36.779406,59.861764
122,BANCO PATAGONIA S.A.,11 DE ABRIL Y ZAPIOLA S/N,BAHIA BLANCA,B8000CPB,,,,NO,-38.71,-62.265
123,BANCO BBVA ARGENTINA S.A.,AV. COLON 267,BAHIA BLANCA,B8000FTC,,,,NO,-38.721361,-62.272708
124,BANCO DE LA NACION ARGENTINA,AV. LEANDRO N. ALEM 1802,BAHIA BLANCA,B8003DPR,,,,NO,-38.695571,-622.76012
125,BANCO BBVA ARGENTINA S.A.,AV. SAN MARTIN 1881,BAHIA BLANCA,B8000DBA,291,4590620,,NO,-38.767369,-62.286861
126,BANCO DE LA NACION ARGENTINA,AVDA. FALUCHO 195,BAHIA BLANCA,B8001CHB,,,,NO,-38.72973,-622.48445
127,BANCO DE LA NACION ARGENTINA,BROWN 1700,BAHIA BLANCA,B8001BSP,,,,NO,-38.734539,-622.491608
128,BANCO BBVA ARGENTINA S.A.,CALLE 18 DE JULIO S/N 1,BAHIA BLANCA,B8000DBA,,,,NO,-38.732535,-62.251804
129,BANCO COLUMBIA S.A.,CHICLANA 220,BAHIA BLANCA,B8000DBF,,,,NO,-38.720127,-62.264058
130,BANCO COMAFI SOCIEDAD ANONIMA,CHICLANA 279,BAHIA BLANCA,B8000DBE,,,,NO,-38.720614,-62.265616
131,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CHICLANA 302,BAHIA BLANCA,B8000DBB,,,,NO,-38.72081,-62.263191
132,BANCO PATAGONIA S.A.,CHICLANA 326,BAHIA BLANCA,B8000DBH,,,,NO,-38.721011,-62.262903
133,BANCO DE LA PAMPA SOCIEDAD DE ECONOMÍA M,CHICLANA 350,BAHIA BLANCA,B8000DBH,,,,NO,-38.72125,-62.26257
134,BANCO BBVA ARGENTINA S.A.,CHICLANA 63,BAHIA BLANCA,B8000DBA,,,,NO,-38.718826,-62.265793
135,BANCO BBVA ARGENTINA S.A.,CHICLANA 63,BAHIA BLANCA,B8000DBA,291,4590620,,NO,-38.718826,-62.265793
136,BANCO PATAGONIA S.A.,COLON 80,BAHIA BLANCA,B8000DBH,,,,NO,-38.719672,-62.268064
137,BANCO DE LA NACION ARGENTINA,DON BOSCO 1285,BAHIA BLANCA,B8000BEY,,,,NO,-38.71983,-622.97023
138,BANCO DE LA NACION ARGENTINA,DON BOSCO 1285,BAHIA BLANCA,B8000BEY,,,,NO,-38.719832,-622.97023
139,BANCO DE LA NACION ARGENTINA,ESTOMBA 52,BAHIA BLANCA,B8000AAB,,,,NO,-38.71754,-622.67478
140,BANCO DE LA NACION ARGENTINA,ESTOMBA 52,BAHIA BLANCA,B8000AAB,,,,NO,-38.717538,-622.67478
141,BANCO DE LA NACION ARGENTINA,EX RUTA NACIONAL N° 3 KM 675,BAHIA BLANCA,B8003DXA,,,,NO,-38.716256,-621.64001
142,BANCO DE LA NACION ARGENTINA,FALUCHO 185,BAHIA BLANCA,B8001CHB,,,,NO,-38.729732,-622.48445
143,BANCO DE LA NACION ARGENTINA,RUTA NACIONAL 229 145,BAHIA BLANCA,B8000AAB,,,,NO,-38.889332,-620.86334
144,BANCO BBVA ARGENTINA S.A.,RUTA NACIONAL N° 3 KM 696,BAHIA BLANCA,B8000DBA,291,4590620,,NO,-38.702553,-62.346325
145,BANCO PATAGONIA S.A.,SAN ANDRES 800,BAHIA BLANCA,B8000DBH,,,,NO,-38.721011,-62.262
146,BANCO DE LA NACION ARGENTINA,SAN MARTÍN 161,BAHIA BLANCA,B8000AAB,,,,NO,-38.71838,-622.6317
147,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALBERDI 1462,BAHÍA BLANCA,B8001BPH,,,,NO,-38.727699,-62.24649
148,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALEM 1033,BAHÍA BLANCA,B8000COL,,,,NO,-38.704833,-62.267911
149,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALEM 979,BAHÍA BLANCA,B8000COK,,,,NO,-38.705205,-62.267718
150,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALMAFUERTE 750,BAHÍA BLANCA,B8000ASP,291,4522117,4531081,NO,-38.719737,-62.284314
151,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALMAFUERTE 750,BAHÍA BLANCA,B8000ASP,,,,NO,-38.719774,-62.284557
152,BANCO MACRO S.A.,ALSINA 29 PB,BAHÍA BLANCA,B8000IHA,,,,NO,-38.718705,-62.264956
153,BANCO CREDICOOP COOPERATIVO LIMITADO,ALSINA 43,BAHÍA BLANCA,B8000IHA,,,,NO,-38.718629,-62.264765
154,BANCO DE LA PROVINCIA DE BUENOS AIRES,ALSINA 65,BAHÍA BLANCA,B8000IHA,,,,NO,-38.71203,-52.256811
155,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,AV CHICLANA 39,BAHÍA BLANCA,B8000DBA,,,,NO,-38.719114,-62.265429
156,BANCO SANTANDER ARGENTINA S.A.,AV COLON 2976 PB DPTO: 1,BAHÍA BLANCA,B8000FVT,,,,NO,38.744113,62.298516
157,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,AV COLON 503,BAHÍA BLANCA,B8000FTF,,,,NO,-38.723458,-62.275304
158,BANCO SANTANDER ARGENTINA S.A.,AV SARMIENTO 1237 PB DPTO: 1,BAHÍA BLANCA,B8001FGE,,,,NO,38.706701,62.254192
159,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. COLON 36,BAHÍA BLANCA,B8000LPB,291,4530008,4526641,NO,-38.719018,-62.267111
160,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. COLON 36,BAHÍA BLANCA,B8000FTN,,,,NO,-38.718986,-62.267097
161,BANCO DE LA PROVINCIA DE BUENOS AIRES,AV. COLON 36,BAHÍA BLANCA,B8000FTN,291,4530008 int 64701,4559397,NO,-38.718991,-62.267188
162,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. GENERAL ARIAS 2305,BAHÍA BLANCA,B8103XAA,291,4559221,4559221,NO,-38.755564,-62.262888
163,BANCO CREDICOOP COOPERATIVO LIMITADO,AV. GENERAL ARIAS 2305,BAHÍA BLANCA,B8103XAA,,,,NO,-38.755564,-62.262888
164,BANCO DE LA NACION ARGENTINA,AV. GENERAL SAN MARTIN 0,BAHÍA BLANCA,B8000IQB,,,,NO,-38.739979,-622.64828
165,BANCO DE LA PROVINCIA DE BUENOS AIRES,AVENIDA ALEM 979,BAHÍA BLANCA,B8000COK,291,4558919,,NO,-38.704812,-62.268015
166,BANCO CREDICOOP COOPERATIVO LIMITADO,BRASIL 119,BAHÍA BLANCA,B8003GDC,291,4551127,4551127,NO,-38.707921,-62.284769
167,HSBC BANK ARGENTINA S.A.,CHICLANA 201,BAHÍA BLANCA,B8000DBE,291,4558123,,NO,-38.719995,-62.264251
168,BANCO DE GALICIA Y BUENOS AIRES S.A.U.,CHICLANA 302,BAHÍA BLANCA,B8000DBB,,,,NO,-38.72081,-62.263191
169,BANCO HIPOTECARIO S.A.,CHICLANA 417,BAHÍA BLANCA,B8000DBI,,,,NO,-38.719939,-62.262196
170,BANCO DE LA PROVINCIA DE BUENOS AIRES,CHICLANA 565 Y UNDIANO,BAHÍA BLANCA,B8000DBK,,,,NO,-38.705213,-62.267768
171,BANCO DE LA NACION ARGENTINA,CORONEL BRANDSEN 36,BAHÍA BLANCA,B8000IQB,,,,NO,-38.722922,-622.59223
172,BANCO CREDICOOP COOPERATIVO LIMITADO,DON BOSCO 1120,BAHÍA BLANCA,B8000BEX,291,4561798,4561798,NO,-38.721393,-62.295048
173,BANCO CREDICOOP COOPERATIVO LIMITADO,DON BOSCO 1120,BAHÍA BLANCA,B8000BEX,,,,NO,-38.721393,-62.295048
174,BANCO CREDICOOP COOPERATIVO LIMITADO,DONADO 66,BAHÍA BLANCA,B8000IYB,291,4560130,4560130,NO,-38.721132,-62.265639
175,BANCO DE LA PROVINCIA DE BUENOS AIRES,ESTOMBA 32,BAHÍA BLANCA,B8000AAB,,,,NO,-38.717925,-62.266975
176,BANCO CREDICOOP COOPERATIVO LIMITADO,ESTOMBA 968,BAHÍA BLANCA,B8000AAS,,,,NO,-38.709999,-62.27723
177,BANCO INDUSTRIAL S.A.,GARIBALDI 299,BAHÍA BLANCA,B8001GWE,291,4823755,,NO,38.72895,62.247447
178,BANCO CREDICOOP COOPERATIVO LIMITADO,GARIBALDI 360,BAHÍA BLANCA,B8001GWH,,,,NO,-38.728439,-62.24656
179,BANCO CREDICOOP COOPERATIVO LIMITADO,GARIBALDI 360,BAHÍA BLANCA,B8001GWH,291,4819113,4819113,NO,-38.728439,-62.24656
180,BANCO CREDICOOP COOPERATIVO LIMITADO,GUATEMALA 533,BAHÍA BLANCA,B8003JNK,,,,NO,-38.699236,-62.275954
181,BANCO DE LA PROVINCIA DE BUENOS AIRES,LAINEZ 2400,BAHÍA BLANCA,B8001DDT,,,,NO,-38.729133,-62.228134
182,BANCO MACRO S.A.,MORENO 47 PB,BAHÍA BLANCA,B8000FWA,,,,NO,-38.718397,-62.268518
